0,-81.9381,-81.9331,-81.029,-79.999,-79.6092,-79.38,-79.2992,-78.5874,-75.9539,-74.832,-56.2748
1,-81.5142,-81.4325,-81.2387,-81.1009,-80.2487,-74.9453,-72.952,-56.2748
2,-81.1009,-79.6092,-79.5383,-77.2582,-56.2748
3,-81.9381,-80.9081,-78.6073,-56.2748
4,-81.2387,-79.38,-74.6386,-73.7998,-58.8148,-58.4867,-57.897,-57.411,-56.4062,-56.2748,-54.4078
5,-80.2487,-78.5874,-72.9331,-72.8629,-65.5043,-64.021,-61.8652,-61.4186,-59.7243,-56.2748,-50.6938
6,-81.029,-75.0994,-73.5688,-61.4186,-60.2466,-58.3368,-56.2748,-54.4078,-54.3367,-50.9211
7,-81.4325,-79.2992,-78.0213,-76.9749,-64.8931,-64.6167,-64.021,-61.8652,-57.4371,-57.411,-56.2748
8,-80.9081,-79.5383,-74.832,-72.952,-56.2748
9,-78.6073,-77.2582,-75.9539,-74.9453,-56.2748
10,-81.9331,-76.009,-74.1825,-65.5043,-64.1511,-60.35,-58.8148,-57.4371,-56.2748,-50.9211
11,-72.2641,-70.1221,-61.8652,-61.8652,-59.288,-57.897,-56.2748,-54.3367,-52.2509
12,-76.9749,-74.1825,-73.7998,-73.5688,-72.9331,-70.7713,-70.1221,-67.9333,-56.2748
13,-78.0213,-76.009,-75.0994,-74.6386,-72.8629,-72.2641,-71.027,-69.7887,-56.2748
14,-81.5142,-79.999,-71.027,-70.7713,-64.6167,-64.1511,-60.2466,-59.288,-56.4062,-56.2748,-50.6938
15,-69.7887,-67.9333,-64.8931,-60.35,-59.7243,-58.4867,-58.3368,-56.2748,-52.2509
