0,-74.3523,-69.573,-66.4318,-62.9719,-60.7118
1,-78.8306,-73.6373,-63.0656,-60.7118,-46.7324
2,-76.7038,-76.7012,-70.5975,-70.2413,-60.7118
3,-79.6069,-74.4335,-71.6935,-63.1366,-60.7118
4,-81.7524,-75.6421,-68.8923,-60.7118
5,-73.1574,-67.4171,-60.7118
6,-81.5596,-77.2503,-60.7118
7,-79.7416,-60.7118
8,-73.5765,-65.2681,-60.7118
9,-72.1777,-65.9209,-60.7118
10,-80.5289,-79.1641,-78.9198,-73.963,-70.2413,-63.1366,-60.7118
11,-81.8867,-78.4027,-76.7012,-76.6741,-76.1177,-71.6935,-60.7118
12,-80.2207,-60.7118
13,-80.0407,-60.7118
14,-68.8923,-67.4171,-60.7118
15,-75.6421,-73.1574,-60.7118
16,-81.4394,-60.7118
17,-81.0603,-60.7118
18,-81.4394,-81.0603,-60.7118
19,-60.7118
20,-79.7416,-79.1678,-77.2503,-75.2984,-69.573,-63.0656,-60.7118
21,-81.5596,-79.2069,-74.2926,-62.9719,-60.7118,-46.7324
22,-81.7524,-60.7118
23,-60.7118
24,-79.2069,-79.1678,-78.8306,-78.4027,-74.4335,-74.3523,-73.963,-70.5975,-60.7118
25,-81.8867,-79.6069,-78.9198,-76.7038,-75.2984,-74.2926,-73.6373,-66.4318,-60.7118
26,-80.5289,-80.2207,-80.0407,-76.6741,-60.7118
27,-79.1641,-76.1177,-60.7118
28,-65.9209,-65.2681,-60.7118
29,-73.5765,-72.1777,-60.7118
30,-60.7118
31,-60.7118
